task,method,split,axis,reference_derivative,prediction_derivative,derivative_std,source,abs_derivative_error
I_photo,bayesian_kan_vi,test,-0.6000000000000001,-0.036969591104316635,-0.03484422398334002,0.003494871753120567,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0021253671209766137
I_photo,bayesian_kan_vi,test,-2.2,-0.012562201804055206,-0.013064277095750176,0.002482752538983722,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0005020752916949697
I_photo,bayesian_kan_vi,test,-1.4,-0.02003700651387419,-0.018875947872605634,0.002688473866687024,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0011610586412685552
I_photo,bayesian_kan_vi,test,-1.2000000000000002,-0.02347681630769749,-0.022111579449765426,0.0033361211065374248,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0013652368579320645
I_photo,bayesian_kan_vi,test,-2.8000000000000003,-0.009704018486017318,-0.008909079282506857,0.002355530280131124,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007949392035104617
I_photo,bayesian_kan_vi,test,-2.2,-0.013443209218195307,-0.014129477933474688,0.0025049689022701173,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0006862687152793812
I_photo,bayesian_kan_vi,test,-0.8,-0.031045578804148377,-0.031618995087832724,0.0035316841687794433,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.000573416283684347
I_photo,bayesian_kan_vi,test,-1.0,-0.02679514295464891,-0.026904708864833086,0.003277438779415894,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.000109565910184177
I_photo,bayesian_kan_vi,test,-1.6,-0.016970813103226234,-0.016582763110036414,0.0030838949978689734,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00038804999318982
I_photo,bayesian_kan_vi,test,-2.8000000000000003,-0.010220828272691662,-0.008794731767362805,0.0025533991282688825,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0014260965053288568
I_photo,bayesian_kan_vi,test,-1.8,-0.016354240096196904,-0.016854965346959083,0.0025940932286892854,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0005007252507621789
I_photo,bayesian_kan_vi,test,-2.4000000000000004,-0.011612002456176995,-0.01143877679635412,0.002278233397812163,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00017322565982287597
I_photo,bayesian_kan_vi,test,-1.0,-0.025515726635159552,-0.02615436899559108,0.0028081236243555096,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0006386423604315267
I_photo,bayesian_kan_vi,test,-2.6,-0.011378070432190412,-0.012132709206961988,0.0022246152799292253,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007546387747715752
I_photo,bayesian_kan_vi,test,-0.6000000000000001,-0.035994052808863586,-0.03531429717204072,0.003481229996213337,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0006797556368228624
I_photo,bayesian_kan_vi,test,-2.0,-0.014272340848863863,-0.013908942851572204,0.002959025462988128,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00036339799729165866
I_photo,bayesian_kan_vi,test,-1.2000000000000002,-0.02327337836017307,-0.022192367460238057,0.0032106680773732015,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0010810108999350122
I_photo,bayesian_kan_vi,test,-3.0,-0.00938574488305477,-0.005368681142721591,0.0030798845405412075,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.004017063740333179
I_photo,bayesian_kan_vi,test,-2.8000000000000003,-0.009994179561916283,-0.00920089276269513,0.0023864308055652986,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007932867992211535
I_photo,bayesian_kan_vi,test,-2.2,-0.01246857399093848,-0.014456174477449806,0.0023982050539191526,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.001987600486511325
I_photo,bayesian_kan_vi,test,-1.6,-0.017970173010395385,-0.018419628846855992,0.0031801158728479487,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.000449455836460607
I_photo,bayesian_kan_vi,test,-0.8,-0.0301287882610648,-0.029793047636603395,0.003510101355990131,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00033574062446140376
I_photo,bayesian_kan_vi,test,0.0,-0.08131203359010897,-0.06682092336672657,0.0076125533644249115,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.014491110223382397
I_photo,bayesian_kan_vi,test,-0.8,-0.03064055556131251,-0.02981567045881798,0.003321530362545002,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0008248851024945311
I_photo,bayesian_kan_vi,test,-1.4,-0.020245888829037995,-0.018629582068903645,0.002540409979818336,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0016163067601343492
I_photo,bayesian_kan_vi,test,-0.2,-0.06330161057587702,-0.06563362839412094,0.005525466853067697,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0023320178182439227
I_photo,bayesian_kan_vi,test,-2.6,-0.011038799763557705,-0.011002521059864453,0.0019184219984823322,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,3.627870369325194e-05
I_photo,bayesian_kan_vi,test,-2.2,-0.01334561271867507,-0.01473633897331215,0.0024126982430426928,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.001390726254637079
I_photo,bayesian_kan_vi,test,0.0,-0.07878235435732606,-0.06576071119774242,0.008310949022349714,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.013021643159583637
I_photo,bayesian_kan_vi,test,-1.0,-0.025341698747727293,-0.025184861750842967,0.0031652844732964385,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00015683699688432556
I_photo,bayesian_kan_vi,test,-0.8,-0.030612572246758063,-0.030138654271501076,0.00365889117737576,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00047391797525698706
I_photo,bayesian_kan_vi,test,-1.4,-0.019444545273071157,-0.019396375605463506,0.002853033909547915,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,4.81696676076504e-05
I_photo,bayesian_kan_vi,test,-0.6000000000000001,-0.03587293468052799,-0.03507365996841274,0.0036332350632308987,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007992747121152513
I_photo,bayesian_kan_vi,test,-1.2000000000000002,-0.022140754749283786,-0.021621536414072776,0.002965757613886605,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0005192183352110101
I_photo,bayesian_kan_vi,test,-1.4,-0.020062743643386227,-0.01927535488504398,0.0023854665488244986,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007873887583422466
I_photo,bayesian_kan_vi,test,-0.6000000000000001,-0.03634002085833643,-0.03464873435406232,0.0034478111379913625,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0016912865042741088
I_photo,bayesian_kan_vi,test,-1.6,-0.0181776981999775,-0.018166029460557325,0.003120478719256432,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,1.1668739420173796e-05
I_photo,bayesian_kan_vi,test,-3.0,-0.009654177750988424,-0.006070010092954045,0.003623592063509354,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.003584167658034379
I_photo,bayesian_kan_vi,test,0.0,-0.08158847344262199,-0.06831075005014114,0.008563975666470205,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.013277723392480845
I_photo,bayesian_kan_vi,test,-1.4,-0.020643628162760663,-0.019665288283588916,0.0028500117618835367,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0009783398791717475
I_photo,bayesian_kan_vi,test,-1.6,-0.017991676341534202,-0.017342645565453382,0.0029888978698053826,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0006490307760808195
I_photo,bayesian_kan_vi,test,-0.2,-0.061260116251601104,-0.06449282216234938,0.005985013286143896,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.003232705910748271
I_photo,bayesian_kan_vi,test,-2.6,-0.010652314107746363,-0.010693833257642288,0.00199934843345243,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,4.1519149895924076e-05
I_photo,bayesian_kan_vi,test,-1.2000000000000002,-0.023099449133141547,-0.021403374061543915,0.0031065618107346212,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0016960750715976323
I_photo,bayesian_kan_vi,test,0.0,-0.08116453703059534,-0.0663098168204011,0.008029813440900101,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.014854720210194239
I_photo,bayesian_kan_vi,test,-0.2,-0.059388625941847906,-0.062497312973559156,0.00594026566746438,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0031086870317112505
I_photo,bayesian_kan_vi,test,-1.8,-0.015780965533922497,-0.016497596890401745,0.002487877374846044,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007166313564792477
I_photo,bayesian_kan_vi,test,-1.2000000000000002,-0.021887714372027745,-0.020874971206051217,0.0030274094754080233,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0010127431659765276
I_photo,bayesian_kan_vi,test,-1.0,-0.025627881194392188,-0.024578677167578947,0.003020236502405603,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0010492040268132406
I_photo,bayesian_kan_vi,test,-0.2,-0.05903996071636364,-0.05786811821073507,0.00582040341896848,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0011718425056285661
I_photo,bayesian_kan_vi,test,-2.2,-0.013145497624584834,-0.01321345879338204,0.0023174360549439842,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,6.796116879720544e-05
I_photo,bayesian_kan_vi,test,-1.0,-0.02702135457258592,-0.027192783255780256,0.0027703761706040796,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00017142868319433568
I_photo,bayesian_kan_vi,test,-0.4,-0.04465644222704768,-0.043656013789253746,0.004409062875225272,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0010004284377939307
I_photo,bayesian_kan_vi,test,-1.4,-0.019601474634068694,-0.0185875608522737,0.0027418403730280357,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.001013913781794995
I_photo,bayesian_kan_vi,test,-0.8,-0.031082432664021553,-0.031027408760619775,0.004066099734789216,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,5.502390340177826e-05
I_photo,bayesian_kan_vi,test,-0.2,-0.061185360956054424,-0.06332292754481514,0.005333737669189177,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0021375665887607143
I_photo,bayesian_kan_vi,test,-0.6000000000000001,-0.038076607469264445,-0.03787050140044006,0.0036612879147597905,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0002061060688243882
I_photo,bayesian_kan_vi,test,-2.8000000000000003,-0.010185648433859384,-0.009197512091132103,0.0020882508089891385,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0009881363427272812
I_photo,bayesian_kan_vi,test,-2.2,-0.013302277676077168,-0.012703436182713723,0.002361031675154579,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0005988414933634448
I_photo,bayesian_kan_vi,test,-1.4,-0.019148019413156803,-0.01851778703619128,0.0027406735210203344,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0006302323769655227
I_photo,bayesian_kan_vi,test,-3.0,-0.00966471786112244,-0.006306995393667076,0.003959344017280758,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.003357722467455365
I_photo,bayesian_kan_vi,test,-0.4,-0.046551700873068924,-0.04607320548252885,0.0046833094328280565,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0004784953905400749
I_photo,bayesian_kan_vi,test,-1.2000000000000002,-0.02328812034351735,-0.021975138004868458,0.002958640874189082,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.001312982338648891
I_photo,bayesian_kan_vi,test,-1.0,-0.026314449327044187,-0.0260546419479109,0.002845576809086079,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00025980737913328805
I_photo,bayesian_kan_vi,test,-1.6,-0.017704102758044016,-0.016833443205486548,0.00312000396572429,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0008706595525574679
I_photo,bayesian_kan_vi,test,-0.8,-0.03140448240300486,-0.032374317422721455,0.0040025723646275315,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0009698350197165917
I_photo,bayesian_kan_vi,test,-1.4,-0.01994161320424581,-0.018782665972927645,0.002888639589437787,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0011589472313181665
I_photo,bayesian_kan_vi,test,-2.2,-0.013095517658475941,-0.013188070399991043,0.0023084425567678527,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,9.255274151510201e-05
I_photo,bayesian_kan_vi,test,-2.4000000000000004,-0.012300810701590947,-0.013040119197987367,0.0026153648837811466,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007393084963964198
I_photo,bayesian_kan_vi,test,-0.8,-0.0308118480273869,-0.03146292254189777,0.0032885709064065538,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.000651074514510866
I_photo,bayesian_kan_vi,test,-3.0,-0.00925346312540043,-0.005618986462150463,0.003524121105358358,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0036344766632499664
I_photo,bayesian_kan_vi,test,-0.4,-0.04668046181381236,-0.04680561799517122,0.00442717921912002,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00012515618135885975
I_photo,bayesian_kan_vi,test,-1.0,-0.02645528634775829,-0.026113648695150687,0.0034070833408924397,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0003416376526076022
I_photo,bayesian_kan_vi,test,-2.2,-0.01344916909598659,-0.014245356989621618,0.0024639302025530156,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007961878936350274
I_photo,bayesian_kan_vi,test,-1.0,-0.02627505402926289,-0.026121416771709604,0.0027163976618676147,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00015363725755328586
I_photo,bayesian_kan_vi,test,0.0,-0.0809120750419936,-0.06987817179663233,0.00794445419275091,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.01103390324536127
I_photo,bayesian_kan_vi,test,-1.8,-0.015378955721519816,-0.016442049857749944,0.002688445288599287,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0010630941362301284
I_photo,bayesian_kan_vi,test,-1.8,-0.015756581196363584,-0.0157023220706194,0.0027164406885101912,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,5.425912574418337e-05
I_photo,bayesian_kan_vi,test,-0.4,-0.04621578789538461,-0.044273175043835857,0.004413359995989682,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0019426128515487515
I_photo,bayesian_kan_vi,test,-2.4000000000000004,-0.01181908796359643,-0.011497869888548454,0.002419720160839284,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00032121807504797636
I_photo,bayesian_kan_vi,test,-2.4000000000000004,-0.012329117832022618,-0.013096494605076139,0.002650070616094621,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007673767730535207
I_photo,bayesian_kan_vi,test,-1.2000000000000002,-0.02286947958936736,-0.021598671953434265,0.0032082118766282443,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0012708076359330932
I_photo,bayesian_kan_vi,test,-0.2,-0.05932402331636588,-0.06158854340061551,0.005598616090711772,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.002264520084249627
I_photo,bayesian_kan_vi,test,0.0,-0.08060403034822627,-0.0677346085883726,0.007787474430455293,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.012869421759853672
I_photo,bayesian_kan_vi,test,-0.2,-0.062500432690058,-0.06760364808473812,0.005801482935522632,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.005103215394680116
I_photo,bayesian_kan_vi,test,-1.6,-0.01740634666450802,-0.017107594360559607,0.003106735508164192,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0002987523039484144
I_photo,bayesian_kan_vi,test,-1.0,-0.026045903151242555,-0.024957435214587993,0.003120496905193896,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0010884679366545622
I_photo,bayesian_kan_vi,test,-1.8,-0.01613819522397364,-0.015517096952647755,0.0026363784410276016,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0006210982713258841
I_photo,bayesian_kan_vi,test,-1.8,-0.016409665746635937,-0.017273531018205633,0.0023608761098938636,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0008638652715696957
I_photo,bayesian_kan_vi,test,-0.8,-0.031469669019262625,-0.03166827328977506,0.003670265155921618,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0001986042705124369
I_photo,bayesian_kan_vi,test,-0.2,-0.06081066353174158,-0.059483179936392454,0.006225143362934371,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0013274835953491285
I_photo,bayesian_kan_vi,test,-0.2,-0.06157130052896065,-0.06496891733101381,0.005182263938974868,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.003397616802053166
I_photo,bayesian_kan_vi,test,-0.6000000000000001,-0.03735872811047081,-0.03611223115974157,0.0037192116389933275,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.001246496950729238
I_photo,bayesian_kan_vi,test,0.0,-0.07780409867066851,-0.0656562614508459,0.007786478725777637,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.012147837219822613
I_photo,bayesian_kan_vi,test,-2.0,-0.013732602099937097,-0.0156707761367927,0.0028986869986768163,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0019381740368556027
I_photo,bayesian_kan_vi,test,-0.2,-0.06160679996807161,-0.0641571653075106,0.005282759685244986,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0025503653394389897
I_photo,bayesian_kan_vi,test,-3.0,-0.00954654925868681,-0.005723767288401953,0.0038897974617316117,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0038227819702848567
I_photo,bayesian_kan_vi,test,-3.0,-0.008893146909812799,-0.004786188312640217,0.003304966572181453,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.004106958597172582
I_photo,bayesian_kan_vi,test,-2.6,-0.010515683608479875,-0.012347488647550423,0.0023051192280247627,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0018318050390705477
I_photo,bayesian_kan_vi,test,-1.4,-0.019363334111650587,-0.02010731964913891,0.002533223674684202,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007439855374883238
I_photo,bayesian_kan_vi,test,-0.8,-0.03096482363497266,-0.030294102081532697,0.0040096572292435476,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0006707215534399631
I_photo,bayesian_kan_vi,test,-3.0,-0.009479430219965224,-0.004987939011402944,0.0036435979006502763,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00449149120856228
I_photo,bayesian_kan_vi,test,-0.2,-0.062135194677523486,-0.065609440036435,0.005635996349438803,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0034742453589115124
I_photo,bayesian_kan_vi,test,-0.4,-0.046454428337689535,-0.04543773162595744,0.004374509516744361,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0010166967117320944
I_photo,bayesian_kan_vi,test,-1.2000000000000002,-0.02226810575041327,-0.020597520352737046,0.003055503194834464,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.001670585397676224
I_photo,bayesian_kan_vi,test,-2.0,-0.014187010541002465,-0.01421270938205282,0.002905109276926003,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,2.5698841050355442e-05
I_photo,bayesian_kan_vi,test,-1.4,-0.020360042798957423,-0.019517485204213047,0.0026326688370763057,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.000842557594744376
I_photo,bayesian_kan_vi,test,-1.2000000000000002,-0.022027388000719128,-0.022490495001284368,0.002978494719315412,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0004631070005652396
I_photo,bayesian_kan_vi,test,-1.8,-0.015758204442187562,-0.016371174266174453,0.0025648424465715388,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0006129698239868905
I_photo,bayesian_kan_vi,test,-2.4000000000000004,-0.012013088023959284,-0.012051743058820334,0.00236066201130048,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,3.86550348610501e-05
I_photo,bayesian_kan_vi,test,-2.6,-0.011333611083530926,-0.012732578295199611,0.002501848562787438,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0013989672116686853
I_photo,bayesian_kan_vi,test,-1.0,-0.02686158573417252,-0.026510107914594627,0.002781515619393136,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0003514778195778945
I_photo,bayesian_kan_vi,test,0.0,-0.08157566688623419,-0.06916400902915189,0.007760643412995577,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0124116578570823
I_photo,bayesian_kan_vi,test,-2.6,-0.010526670031614671,-0.010856503369285236,0.002133203959627011,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.000329833337670565
I_photo,bayesian_kan_vi,test,-1.4,-0.020360085431631703,-0.01866115367070414,0.002679255823433914,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0016989317609275613
I_photo,bayesian_kan_vi,test,-2.2,-0.012949175992371664,-0.013437226077746644,0.0023839170375246316,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00048805008537497994
I_photo,bayesian_kan_vi,test,-1.4,-0.020470691756640846,-0.01974373047892497,0.0027554839598278613,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007269612777158763
I_photo,bayesian_kan_vi,test,-2.0,-0.013725318504366868,-0.012711890867915885,0.0027242837200008034,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.001013427636450983
I_photo,bayesian_kan_vi,test,-1.8,-0.016381552257119125,-0.01631622574590695,0.0025551301283695273,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,6.532651121217425e-05
I_photo,bayesian_kan_vi,test,-1.6,-0.01831904425385389,-0.018121272121106303,0.0030388937040704317,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.00019777213274758607
I_photo,bayesian_kan_vi,test,-3.0,-0.009388250244672491,-0.00543947502648375,0.0032331404547111735,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.003948775218188741
I_photo,bayesian_kan_vi,test,-0.6000000000000001,-0.037946105057370616,-0.037180860608946285,0.0038323854339808233,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0007652444484243306
I_photo,bayesian_kan_vi,test,-2.0,-0.014724252641585167,-0.015159172220000454,0.0028885700525579003,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0004349195784152868
I_photo,bayesian_kan_vi,test,-2.0,-0.014716312081853644,-0.015854258476586645,0.0030119789287241217,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0011379463947330005
I_photo,bayesian_kan_vi,test,-2.4000000000000004,-0.012186465608326813,-0.013676800833733124,0.0027038873908829964,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0014903352254063106
I_photo,bayesian_kan_vi,test,-2.8000000000000003,-0.010158739653075344,-0.010157223894168826,0.002395321393983187,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,1.5157589065180332e-06
I_photo,bayesian_kan_vi,test,-1.2000000000000002,-0.023543878343222246,-0.02266395030012121,0.003431104713811724,<REPO_ROOT>/artifacts\results\device_modeling\I-photo-bayes-results\model_checkpoint.pt,0.0008799280431010352
