task,task_key,primary_task,seed,model,rmse_target,mae_target,r2_target,rmse_raw,mae_raw,medape_percent,p95ape_percent,group_macro_rmse_target,group_macro_mae_target,param_count,train_time_s,epochs_completed,best_val_loss,checkpoint,wall_time_s,reused,train_groups,validation_groups,calibration_groups,test_groups,train_rows,test_rows
APD_I_dark,dark_current,True,44,mlp_l,0.2953114536702064,0.2317084612692936,0.9407307574618726,5.534730376471644e-07,1.4527940574876492e-07,50.78319762104297,119.36175492252211,0.2943657111035325,0.23170846126929356,2561,1.232449600007385,,,,1.2357061000075191,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,44,poly3_ridge,0.2405400422653494,0.1865617175434096,0.9606772791717209,3.7544268500237823e-07,1.0827036866878561e-07,32.92983338060351,135.95617510647338,0.22593153380394393,0.1865617175434096,84,,,,,0.004577800165861845,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,44,spline_ridge,0.14659237061560465,0.10485308433464859,0.9853953373315523,2.1084311143963631e-07,5.6442002319727155e-08,17.497695307243113,80.11643225480064,0.14427504790347243,0.10485308433464857,43,,,,,0.004999500000849366,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,45,bkan,0.1550213317223727,0.08250833408885994,0.9835042237761276,2.1393270454902187e-07,3.337325491984772e-08,9.505374203759528,79.80309370949062,0.14781111850398895,0.08250833408885994,1664,175.81320050009526,300.0,-1.451264222462972,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_45\dark_current\bkan\model_checkpoint.pt,176.1153084000107,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,45,dkan,0.17450408217125188,0.134033925953023,0.9790973662333405,2.6812283117975404e-07,6.447573811188987e-08,23.59340631834125,85.9751095960494,0.17157020263277592,0.134033925953023,952,5.47530319984071,,,,5.507490999996662,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,45,mlp_l,0.2918218936279556,0.2264365220582547,0.9415444740780291,4.311296614839026e-07,1.1012394083751736e-07,49.48480110770576,114.21677038977825,0.29101874746496315,0.2264365220582547,2561,1.1823525000363588,,,,1.185758400009945,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,45,poly3_ridge,0.46275521127386726,0.3407368745413119,0.8530084172966189,3.101555145906221e-07,1.2420151282359781e-07,66.7659650672467,302.28723438747477,0.37710191708970203,0.34073687454131196,84,,,,,0.004485100042074919,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,45,spline_ridge,0.14846696343302163,0.10513521609511853,0.9848696323209388,2.203938913723831e-07,4.928629691781688e-08,17.711503838061944,68.90202165289588,0.14706454065757396,0.10513521609511853,43,,,,,0.007859899895265698,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,46,bkan,0.11094803368912823,0.0744435627901502,0.9915429552187186,4.926162332681583e-07,7.496524586030939e-08,10.46136351881077,52.457989004648624,0.10652212055624635,0.07444356279015019,1664,174.80781279993244,300.0,-1.346992055575053,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_46\dark_current\bkan\model_checkpoint.pt,175.1227634998504,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,46,dkan,0.11750440461860287,0.08851453365562743,0.990513899893271,4.441718309362321e-07,7.718730808089172e-08,15.797517226357343,45.63384786563498,0.11494227931599815,0.08851453365562742,952,5.56931439996697,,,,5.600847099907696,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,46,mlp_l,0.2928843813629383,0.21821486445121235,0.9410651969959928,7.329866657481548e-07,1.723543744906517e-07,42.77973404177343,97.93737497671583,0.29094970263730985,0.21821486445121235,2561,1.180861899862066,,,,1.1843213001266122,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,46,poly3_ridge,0.7775769644579957,0.48143447376930615,0.5846002954793519,6.16598454753845e-07,1.8677159133190978e-07,52.648535629072015,309.2146781293647,0.5190499999908819,0.4814344737693062,84,,,,,0.004499899921938777,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,46,spline_ridge,0.14379067955584468,0.1044925633130585,0.9857950116066455,3.288516134060396e-07,6.737427675521598e-08,16.17956301119808,67.173678416717,0.14199684047549094,0.10449256331305852,43,,,,,0.0058280001394450665,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,47,bkan,0.11338177486125783,0.071725489354175,0.9913609777265927,2.450563859434324e-07,4.496087365720509e-08,9.477022812611802,58.74662333600165,0.1077280841593382,0.071725489354175,1664,175.56272440007888,300.0,-1.4907846450805664,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_47\dark_current\bkan\model_checkpoint.pt,175.8714141000528,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,47,dkan,0.1236362704602794,0.09118658269381492,0.9897276482238831,3.007674609073695e-07,6.667270045473309e-08,14.881590351164231,53.1683033702715,0.12151428340593438,0.09118658269381492,952,5.499343799892813,,,,5.532926199957728,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,47,mlp_l,0.3167113712191473,0.23959152178720003,0.9325929370249262,5.059706403893295e-07,1.3489576418961088e-07,45.95237889847836,124.9837834301039,0.3148812476152128,0.23959152178720006,2561,1.1918822000734508,,,,1.19523789989762,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,47,poly3_ridge,0.25908816859217304,0.19743066548685598,0.9548899556773646,2.674114470427923e-07,8.113744123905436e-08,37.86111893407623,115.2593107672504,0.2438488291521228,0.19743066548685595,84,,,,,0.006149300141260028,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,47,spline_ridge,0.15055922595223276,0.10617822591284598,0.9847667405779864,1.6551229365326303e-07,4.4601593266314885e-08,16.734325072694254,66.63981893009644,0.14615593175017122,0.10617822591284598,43,,,,,0.00621100002899766,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,48,bkan,0.09608003228945412,0.05643909969654709,0.9936890776876779,2.2033452385754758e-07,4.22800762782444e-08,5.912954315844148,52.5065554889726,0.09361543875149785,0.05643909969654709,1664,173.1845780001022,300.0,-1.6765856345494587,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_48\dark_current\bkan\model_checkpoint.pt,173.48132189991884,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,48,dkan,0.14230852307302305,0.10312490947608603,0.9861551461311592,2.416653386888364e-07,5.8221334630579147e-08,16.76421623531425,85.5862699811493,0.1377544087160978,0.10312490947608605,952,5.425415500067174,,,,5.457199700176716,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,48,mlp_l,0.25326556550781765,0.18643065244850962,0.956149066219733,5.2224143437366e-07,1.4434594270613313e-07,38.49471019100123,82.00340789971683,0.2504668480943686,0.1864306524485096,2561,1.2155627999454737,,,,1.2186671001836658,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,48,poly3_ridge,0.21654166868366942,0.16156813855260163,0.9679439865499875,2.3612005058073894e-07,8.182454634432984e-08,26.953554443345148,77.85276416669865,0.20996135974329846,0.1615681385526016,84,,,,,0.004007500130683184,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,48,spline_ridge,0.14421973753310474,0.1023271025060684,0.985780774062431,1.8113119149792574e-07,5.489740038763511e-08,16.408142400802287,66.37218219308326,0.14135877317632042,0.1023271025060684,43,,,,,0.0041699998546391726,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,49,bkan,0.11551334842370815,0.08049484887486176,0.9912340134784604,4.581155835738718e-07,7.214281867773651e-08,13.911242338456114,55.03848192712718,0.11338819343203191,0.08049484887486176,1664,171.14876580005512,300.0,-1.540267825126648,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_49\dark_current\bkan\model_checkpoint.pt,171.46928969980218,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,49,dkan,0.1217095323098731,0.0893069758188346,0.9902683688569808,3.1910925044606257e-07,5.863166986750087e-08,14.82451938215019,55.074273400770565,0.11796534440104425,0.0893069758188346,952,5.320284199900925,,,,5.350936699891463,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,49,mlp_l,0.22590819157159753,0.16243425894430966,0.9664725587330321,6.264452508559868e-07,1.3604977246232342e-07,29.956812307288494,83.47638821905274,0.2248592081191168,0.16243425894430966,2561,1.1292591001838446,,,,1.1322476000059396,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,49,poly3_ridge,0.2148821019469609,0.16643676693635315,0.9696654931132088,4.0579751996196457e-07,1.0508550080512109e-07,32.16915102631816,104.48059528392908,0.2090575715745312,0.16643676693635318,84,,,,,0.003913900116458535,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,49,spline_ridge,0.1387721799816023,0.10145597689050614,0.9873485217322612,2.416536546170294e-07,5.4698486457962214e-08,17.16608269908894,70.17771867500764,0.13714792380759122,0.10145597689050614,43,,,,,0.004122699843719602,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,50,bkan,0.10039010101805816,0.06680284567460754,0.9931171695149611,3.85911958980297e-07,6.143599061819021e-08,9.955302410794495,48.550034548286845,0.10010413665741208,0.06680284567460752,1664,171.82618630002253,300.0,-1.518627683321635,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_50\dark_current\bkan\model_checkpoint.pt,172.13604459981434,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,50,dkan,0.156978018500335,0.11896829005596478,0.9831708191817163,4.1687056632229105e-07,8.931886087342554e-08,21.682323662101012,67.26128356225385,0.14994858997009852,0.11896829005596479,952,5.2834912000689656,,,,5.314275200013071,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,50,mlp_l,0.2478149390570769,0.18538158079238806,0.9580588573745714,6.093180803801388e-07,1.4224655217603288e-07,37.78346421013331,90.12849255345742,0.24742422558903862,0.18538158079238806,2561,1.1954093999229372,,,,1.198360800044611,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,50,poly3_ridge,0.23739549099082577,0.1872895697096152,0.9615115676185093,3.477698591686412e-07,1.0272361574088153e-07,32.46869580361458,144.38297398513217,0.2301225581515296,0.1872895697096152,84,,,,,0.004195600049570203,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,50,spline_ridge,0.1392762824015203,0.10315159758384443,0.9867523262862146,2.501993947236333e-07,5.865569933767298e-08,17.902096817844303,71.93384058702499,0.13895901095131746,0.10315159758384441,43,,,,,0.004392600152641535,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,51,bkan,0.09791990405735841,0.05969573187766267,0.9934564669183225,2.354415517841973e-07,3.9436535582904687e-08,8.583800189230367,55.92197743218648,0.09682800949561932,0.05969573187766268,1664,172.60300419991836,300.0,-1.5652572711308796,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_51\dark_current\bkan\model_checkpoint.pt,172.91348210000433,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,51,dkan,0.10010012369369299,0.06650988174147578,0.9931618350581523,2.9184907055818203e-07,5.4519058653917044e-08,9.347489924144885,53.27150442476249,0.09960071050343716,0.06650988174147578,952,5.29599709995091,,,,5.32722539990209,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,51,mlp_l,0.3135892312922195,0.24347166768191889,0.9328891677059444,6.033687223059802e-07,1.5082574615979166e-07,50.16823075362987,142.15748788046517,0.3127795722558171,0.24347166768191889,2561,1.1786685998085886,,,,1.1816968000493944,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,51,poly3_ridge,0.21919229556591127,0.16476359578205912,0.9672115479673767,2.5777722902617213e-07,7.453586145547299e-08,27.580988962673096,83.09538082813025,0.21389821241795587,0.16476359578205915,84,,,,,0.004671300062909722,False,51,8,11,8,4029,632
APD_I_dark,dark_current,True,51,spline_ridge,0.13094141548099544,0.09243400376333892,0.9882989615479622,2.02310792905567e-07,4.807549815587515e-08,14.780551055532822,64.29415502206483,0.13022468618194308,0.09243400376333892,43,,,,,0.004403800005093217,False,51,8,11,8,4029,632
APD_I_photo,photo_current,True,42,bkan,0.0710437781759722,0.0386042131513217,0.9921903762348763,2.3944516343597915e-07,4.756307427332634e-08,5.893904011048361,24.730313524987867,0.06957147283106166,0.038604213151321704,1872,306.81206079991534,300.0,-1.8810765266418457,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_42\photo_current\bkan\model_checkpoint.pt,307.1158600000199,True,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,42,dkan,0.09591816422240668,0.0657589580546876,0.9857642704349454,4.2997074735672416e-07,8.527901962975815e-08,10.13069452462739,40.345155833157776,0.08913742604042366,0.0657589580546876,1088,5.4594925998244435,,,,5.493254999862984,True,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,42,mlp_l,0.2396392651930475,0.1811914722846431,0.9111425243497204,7.249802718170892e-07,1.8886201864665804e-07,35.070386411248236,97.70349475150688,0.238868982636612,0.1811914722846431,2625,1.1534790000878274,,,,1.1567434000317007,True,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,42,poly3_ridge,0.3299724445394296,0.20672280457653444,0.8315258161869694,1.9367363883008618e-06,4.057038368694988e-07,26.14833049805828,623.050687123321,0.23347049951716375,0.20672280457653447,120,,,,,0.013867800123989582,True,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,42,spline_ridge,0.08841006617243874,0.06395596260876887,0.9879056803146635,2.3172547879454288e-07,6.27880138633728e-08,10.800127439890947,40.84075636478017,0.08756978663065347,0.06395596260876889,50,,,,,0.009041600162163377,True,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,43,bkan,0.04411820431366046,0.02862285229956587,0.9970966029569269,2.607283367259588e-07,4.24362445213825e-08,4.27318697532724,22.122672375369937,0.0437607340669909,0.028622852299565866,1872,358.5185124001,300.0,-1.9062079191207886,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_43\photo_current\bkan\model_checkpoint.pt,358.94995439983904,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,43,dkan,0.0937347747783102,0.06255790858734098,0.9868939368737807,4.5592271776906095e-07,8.510302628633979e-08,9.491484215877277,39.0685827473527,0.08998154795041044,0.06255790858734098,1088,5.824648599838838,,,,5.8609458999708295,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,43,mlp_l,0.26178599430195687,0.1928088348253311,0.8977734767300299,9.138706433503012e-07,2.2849776756741712e-07,37.224631730981784,91.08433562898045,0.2614442196422844,0.1928088348253311,2625,1.332731300033629,,,,1.335648400010541,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,43,poly3_ridge,0.15343871398521225,0.11764791355945574,0.9648811185686306,4.1085908459075405e-07,1.0627944232178656e-07,21.344804832327537,73.24166758702553,0.15050356059863626,0.11764791355945574,120,,,,,0.027723300037905574,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,43,spline_ridge,0.10407569781096146,0.07463172608944754,0.9838426758518766,3.678529282907623e-07,9.037010685780555e-08,12.52104745447065,47.168877259485505,0.10002060768067314,0.07463172608944754,50,,,,,0.014939800137653947,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,44,bkan,0.04518124858069729,0.03072764765887705,0.9969859437193458,2.397943968318343e-07,4.085776738375702e-08,4.688066033148404,22.321281534814304,0.04465873130453479,0.030727647658877054,1872,357.63464160007425,300.0,-1.865994358062744,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_44\photo_current\bkan\model_checkpoint.pt,357.97677150019445,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,44,dkan,0.07198948382470648,0.04996500699788401,0.9923480342078845,4.39679439740456e-07,8.387633834617138e-08,8.316283809434935,31.906344831121306,0.07144220205211727,0.049965006997884004,1088,5.73077329993248,,,,5.765742999967188,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,44,mlp_l,0.26092575827031717,0.19453134795977334,0.8994762204472889,8.457629309255215e-07,2.2585684314294535e-07,38.4943516118593,100.7646536259875,0.2608301454680351,0.19453134795977334,2625,1.3141151000745595,,,,1.317102399887517,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,44,poly3_ridge,0.12491054821636119,0.09688122939347879,0.9769626176954451,3.2503785019290634e-07,9.60448108770039e-08,18.75637502030702,59.52733775425666,0.12418530317220265,0.09688122939347879,120,,,,,0.013283000094816089,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,44,spline_ridge,0.09565945296157265,0.0718563329845826,0.9864889006768357,2.5132833401425504e-07,7.639496833629878e-08,13.06545312257522,45.86643483857324,0.09432887751370402,0.0718563329845826,50,,,,,0.009534900076687336,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,45,bkan,0.037362670385825775,0.025051689135908127,0.9978484881808916,2.061352142194331e-07,3.5271349061872297e-08,4.1876206417006765,17.03605406068238,0.037162736215865196,0.025051689135908124,1872,352.2991835998837,300.0,-1.8982604503631593,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_45\photo_current\bkan\model_checkpoint.pt,352.6143225999549,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,45,dkan,0.07259136749162784,0.04718130489450771,0.9918784695928902,3.270487105281415e-07,6.708509088042914e-08,7.744643266792558,32.21824779278245,0.07244236126432038,0.04718130489450771,1088,5.467325800098479,,,,5.499018999980763,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,45,mlp_l,0.2581415985962946,0.1950407126958441,0.8972968156177532,7.311609798970386e-07,1.910056999814856e-07,40.57768064868595,97.55080646130267,0.25802198276760163,0.1950407126958441,2625,1.3095865000505,,,,1.3119406001642346,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,45,poly3_ridge,0.1942829595954448,0.14661724641549195,0.9418248729644444,3.476828481211742e-07,1.162388672279669e-07,29.12767391991632,107.60016399485444,0.18576914355986934,0.14661724641549193,120,,,,,0.009894399903714657,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,45,spline_ridge,0.09014800171848006,0.06611963913122951,0.9874749309834235,2.595027440612004e-07,6.775263354785878e-08,12.057673234535933,43.54191209085357,0.08956321977664082,0.06611963913122952,50,,,,,0.009306699968874454,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,46,bkan,0.05152351728794626,0.0357034441572347,0.9962419832762387,3.454753611027357e-07,5.798744414341148e-08,5.697982744562486,22.75061225737616,0.04827547662293217,0.0357034441572347,1872,350.7216513999738,300.0,-1.93694269657135,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_46\photo_current\bkan\model_checkpoint.pt,351.0606656000018,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,46,dkan,0.07659397011347073,0.05254006704073129,0.9916950530066191,5.51514687820252e-07,9.549326515609502e-08,9.17616548169126,30.725051185754328,0.07300918352659044,0.052540067040731296,1088,5.576734300004318,,,,5.6122429999522865,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,46,mlp_l,0.25729711744446493,0.18286559259976926,0.9062831798496078,1.0188649504688412e-06,2.4855641803469587e-07,32.37999392532493,102.01569172384781,0.25662858007556544,0.18286559259976926,2625,1.2507808001246303,,,,1.2538968999870121,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,46,poly3_ridge,0.6006399708091905,0.37868783917154303,0.4892878822279614,2.5849025288153805e-06,5.563260608431162e-07,33.42042399551919,612.9278816835686,0.4022283122509086,0.37868783917154303,120,,,,,0.012059899978339672,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,46,spline_ridge,0.1162040367314966,0.08260850179239577,0.9808843032254314,4.025326753702171e-07,9.56948193712784e-08,13.82353499470802,52.140906928661735,0.11048365472312742,0.08260850179239577,50,,,,,0.008667400106787682,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,47,bkan,0.05397724785584139,0.034994239501647026,0.9957636104197275,2.3559533683370495e-07,4.749738953332306e-08,5.192705876763712,24.136316953171725,0.052275830738720525,0.034994239501647026,1872,280.9203613998834,300.0,-1.7942245721817016,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_47\photo_current\bkan\model_checkpoint.pt,281.1637192000635,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,47,dkan,0.0758823922370985,0.04929554517911649,0.9916274751714538,3.843224205712682e-07,6.77289985860042e-08,6.703490131262135,30.325142525390362,0.07371206886821316,0.04929554517911649,1088,4.204227700131014,,,,4.230920100118965,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,47,mlp_l,0.2695339880917479,0.1984170111792792,0.8943665434594147,8.249944444467508e-07,2.1760599909120453e-07,37.191432998246015,103.43647468288633,0.2691196309844879,0.19841701117927918,2625,0.9083690999541432,,,,0.9108694000169635,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,47,poly3_ridge,0.15045856576142902,0.11381898851452477,0.9670839091985093,3.7925213448113454e-07,1.1607471374591662e-07,21.03538475648612,91.4862295524365,0.14590424538298802,0.11381898851452477,120,,,,,0.00989129999652505,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,47,spline_ridge,0.09962534352186804,0.072897947861149,0.9855684133835451,2.3674415000439505e-07,6.805067106552016e-08,12.420500487747358,45.85686286278366,0.09702397517303496,0.072897947861149,50,,,,,0.00807179999537766,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,48,bkan,0.050743821171450036,0.03443584383738274,0.996309807212194,2.761342141653498e-07,5.008486233330183e-08,5.634167361952922,19.978144072128337,0.04920655898939874,0.03443584383738274,1872,266.46259370003827,300.0,-1.9989880561828612,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_48\photo_current\bkan\model_checkpoint.pt,266.7014201998245,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,48,dkan,0.07111417606884181,0.04357607316979596,0.9927523854986082,4.1693253047697953e-07,7.199837841341375e-08,6.096685822928161,29.561156783575374,0.0705485635480607,0.04357607316979596,1088,4.171675099991262,,,,4.1991359000094235,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,48,mlp_l,0.25662602746341473,0.18811879393988998,0.9056190982711577,8.246101533571605e-07,2.2114443434107666e-07,34.25802594636822,93.02873174653458,0.2558683836697524,0.18811879393988995,2625,0.9316719998605549,,,,0.9341079001314938,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,48,poly3_ridge,0.13139751686450743,0.10029117470568147,0.9752567333117459,3.690873671942955e-07,9.923074976937985e-08,19.055673365493647,45.44570824832257,0.13040976757983677,0.10029117470568148,120,,,,,0.010536199901252985,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,48,spline_ridge,0.09424148963910911,0.06787885610623273,0.9872717996014969,2.388578197807684e-07,6.654392801303367e-08,11.550795279801266,42.82855609136818,0.0911704529879935,0.06787885610623273,50,,,,,0.008396999910473824,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,49,bkan,0.0465568173800132,0.033951142942231914,0.9968875910843651,3.157100829678851e-07,5.105189601961783e-08,5.972147994628178,19.93877369868657,0.04598486968893384,0.033951142942231914,1872,262.83199420012534,300.0,-1.8688429832458495,<REPO_ROOT>/artifacts\results\apd_second_device\predictions\seed_49\photo_current\bkan\model_checkpoint.pt,263.0003917000722,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,49,dkan,0.10224062863287005,0.07200250095021869,0.984990124006227,5.274282637185506e-07,1.0204124273829602e-07,13.154479837779487,50.328440817017075,0.09723275275182017,0.07200250095021869,1088,3.0114808999933302,,,,3.0293663998600096,False,51,8,11,8,8160,1280
APD_I_photo,photo_current,True,49,mlp_l,0.26018925827813133,0.19507211696062937,0.9027904778717339,9.281651250966078e-07,2.317439913729354e-07,38.09678868299944,100.09147229475452,0.25987951401277365,0.19507211696062937,2625,0.6578859000001103,,,,0.6598212998360395,False,51,8,11,8,8160,1280
