task,scenario,holdout_column,holdout_side,threshold,model,seed,rmse_target,mae_target,r2_target,rmse_raw,mae_raw,medape_percent,p95ape_percent,param_count,train_time_s,infer_bs1_s,infer_per_sample_s,storage_points,n_train,n_test,n_fit,n_val,n_fit_curves,n_val_curves,validation_overlap_groups
Capacitance,voltage_extreme_reverse,bias_v,low,-2.4,dkan,43,1.0665018315438804e-18,8.77545898266388e-19,0.4387601895606839,1.0665018315438804e-18,8.77545898266388e-19,3.554366687336508,6.247510548011884,1088,3.302545600105077,,,,48000,16000,,,,,
Capacitance,voltage_extreme_reverse,bias_v,low,-2.4,dkan,44,8.31920954671435e-19,7.087100206805803e-19,0.6585010401845948,8.31920954671435e-19,7.087100206805803e-19,2.972404935404593,4.689488836288961,1088,3.6781951999291778,,,,48000,16000,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,pdk_lut_knn,deterministic,1.4097031018746434e-18,1.2150282953612217e-18,0.7861971582116196,1.4097031018746434e-18,1.2150282953612217e-18,4.141338428368005,8.202904414784618,409600,0.0516707999631762,0.0003152333355198,8.799280597789524e-06,51200.0,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,poly3_ridge,deterministic,9.77680936688261e-19,7.702190383693166e-19,0.8971622758231814,9.77680936688261e-19,7.702190383693166e-19,2.201384422923186,6.678088197225858,120,0.065449999878183,0.0001339833329742,3.765657538679079e-07,0.0,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,spline_ridge,deterministic,1.2381131155330705e-18,9.867812483172094e-19,0.835077917137358,1.2381131155330705e-18,9.867812483172094e-19,3.180448674106528,7.107578277742936,50,0.0464250000659376,0.0002444699949895,6.185025995364413e-07,0.0,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,rbf_nystroem,42,1.829657935220849e-18,1.5070517598692937e-18,0.6398379332942393,1.829657935220849e-18,1.5070517598692937e-18,4.837598178490795,12.349503665453575,3073,0.2866547000594437,0.0003737233346328,5.587298179913584e-06,0.0,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,rbf_nystroem,43,1.293147754521692e-18,9.862465784608885e-19,0.8200903483202665,1.293147754521692e-18,9.862465784608885e-19,2.714543734330352,9.280597968762732,3073,0.3548614999745041,0.0003788600054879,4.14141926891413e-06,0.0,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,rbf_nystroem,44,1.7810699858062546e-18,1.4289430129407277e-18,0.6587126958816365,1.7810699858062546e-18,1.4289430129407277e-18,4.293133591817304,12.71484063005027,3073,0.2925958000123501,0.0003062233328819,5.45155924858894e-06,0.0,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,mlp_l,42,1.3775421838127622e-18,1.1562036924571616e-18,0.7958412600966626,1.3775421838127622e-18,1.1562036924571616e-18,4.015857191854838,8.641222949851892,2625,5.094253899995238,,,,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,mlp_l,43,1.3949443781710813e-18,1.1891239565348337e-18,0.7906504919927052,1.3949443781710813e-18,1.1891239565348337e-18,4.180135655798703,8.432777856288737,2625,4.631526299985126,,,,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,mlp_l,44,1.3936305169972292e-18,1.1928891191939925e-18,0.7910446677900583,1.3936305169972292e-18,1.1928891191939925e-18,4.141510660212598,8.29963329220458,2625,4.779775199946016,,,,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,dkan,42,1.005813146033052e-18,5.781657033416241e-19,0.8911589362096515,1.005813146033052e-18,5.781657033416241e-19,1.1061587654586562,7.601782353752768,1088,3.5951127000153065,,,,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,dkan,43,1.1767504814076296e-18,9.167195983816725e-19,0.8510203560595057,1.1767504814076296e-18,9.167195983816725e-19,2.7356277261048345,7.53543235625203,1088,3.414574999827892,,,,51200,12800,,,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,dkan,44,1.5010450769965625e-18,1.153897433736454e-18,0.7575927349710013,1.5010450769965625e-18,1.153897433736454e-18,3.4143916158963883,9.598336479660626,1088,3.337699099909514,,,,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,pdk_lut_knn,deterministic,1.5844187365474172e-18,1.175257251452484e-18,0.766931586642265,1.5844187365474172e-18,1.175257251452484e-18,3.103762219681718,9.08865013958174,409600,0.0491683001164346,0.0002843166623885,2.583784179629826e-05,51200.0,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,poly3_ridge,deterministic,5.670319350103141e-19,4.350679969249774e-19,0.9701490251615036,5.670319350103141e-19,4.350679969249774e-19,1.1771792511960475,3.1964709862966307,120,0.0663970001041889,0.0001377833308652,3.716503897521761e-07,0.0,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,spline_ridge,deterministic,9.551350908224197e-19,7.092104216298199e-19,0.9153020141927364,9.551350908224197e-19,7.092104216298199e-19,1.735076257426186,6.162224112865625,50,0.0454185998532921,0.0002877066687991,6.422330670829979e-07,0.0,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,rbf_nystroem,42,1.3854137477224892e-18,9.622646377671277e-19,0.8218021472960207,1.3854137477224892e-18,9.622646377671277e-19,2.3352120572693127,8.47063205424975,3073,0.380114700179547,0.000303433338801,3.990009766615307e-06,0.0,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,rbf_nystroem,43,1.6995063788289017e-18,1.178272028954032e-18,0.7318430368771003,1.6995063788289017e-18,1.178272028954032e-18,2.501308951777103,11.444430253583011,3073,0.2785443000029772,0.0003053200043117,4.131360681943382e-06,0.0,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,rbf_nystroem,44,1.2115646245598253e-18,7.573781796584061e-19,0.8637185803006145,1.2115646245598253e-18,7.573781796584061e-19,1.7099385450407645,6.016219013606589,3073,0.3471360998228192,0.0002990266618629,3.911155605843911e-06,0.0,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,mlp_l,42,6.393979330825828e-19,5.104167675905067e-19,0.9620435194231168,6.393979330825828e-19,5.104167675905067e-19,1.4224127235716375,3.671826406710816,2625,4.422454899875447,,,,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,mlp_l,43,5.288127325332846e-19,3.3402791324539223e-19,0.9740374535008453,5.288127325332846e-19,3.3402791324539223e-19,0.6858078737057063,3.384342418158643,2625,4.557332300115377,,,,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,mlp_l,44,5.348322272368702e-19,3.290089101468004e-19,0.9734430242067396,5.348322272368702e-19,3.290089101468004e-19,0.6462618048779551,3.4028948186403483,2625,4.44171049981378,,,,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,dkan,42,9.500381971282321e-19,4.2808227140868624e-19,0.9162035511608994,9.500381971282321e-19,4.2808227140868624e-19,0.752047309471342,4.344891534707562,1088,3.275894299848005,,,,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,dkan,43,1.4050891227720017e-18,1.0316876347712005e-18,0.816704744253749,1.4050891227720017e-18,1.0316876347712005e-18,2.4348561575377,9.820733787133245,1088,3.234562800033018,,,,51200,12800,,,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,dkan,44,1.7214283689631498e-18,1.1300984761490577e-18,0.7248804881278014,1.7214283689631498e-18,1.1300984761490577e-18,2.62651929935761,9.977626817151386,1088,3.420956499874592,,,,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,pdk_lut_knn,deterministic,1.2573020386263645e-18,9.384555386088378e-19,0.8737214590645701,1.2573020386263645e-18,9.384555386088378e-19,2.6988092762236464,8.032004141923125,409600,0.0399762999732047,0.0003147366689518,3.0137864579652767e-05,51200.0,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,poly3_ridge,deterministic,5.8442805375429995e-19,4.440407165332214e-19,0.9727157245458968,5.8442805375429995e-19,4.440407165332214e-19,1.25692492947289,3.5840232335931623,120,0.0667510000057518,0.0001408766722306,3.5715494656566685e-07,0.0,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,spline_ridge,deterministic,3.634881614144693e-19,2.18905805839744e-19,0.9894456654263716,3.634881614144693e-19,2.18905805839744e-19,0.4896899828524984,2.1983048908018463,50,0.0476828999817371,0.0003030400024726,6.331315110704357e-07,0.0,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,rbf_nystroem,42,3.0566088056035037e-18,2.3303609607293198e-18,0.2536714840022994,3.0566088056035037e-18,2.3303609607293198e-18,5.814827351747343,24.74677117094044,3073,0.3343754999805242,0.0003649899968877,4.220146479383402e-06,0.0,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,rbf_nystroem,43,2.2429201808253426e-18,1.621423179561256e-18,0.5981370639684591,2.2429201808253426e-18,1.621423179561256e-18,3.612701155638405,17.99115411653208,3073,0.2862656000070274,0.0002849433338269,3.725501301232725e-06,0.0,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,rbf_nystroem,44,1.935632161227786e-18,1.462096547216525e-18,0.7007074029920517,1.935632161227786e-18,1.462096547216525e-18,3.6621590011223377,14.256388928187144,3073,0.2705739000812173,0.0003282266668975,4.665761715235325e-06,0.0,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,mlp_l,42,5.391735024163442e-19,3.705303978098896e-19,0.9767775841800688,5.391735024163442e-19,3.705303978098896e-19,0.8313642478371089,3.548553967576597,2625,4.466369200032204,,,,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,mlp_l,43,4.699326498814264e-19,3.018931647053832e-19,0.9823590667945143,4.699326498814264e-19,3.018931647053832e-19,0.6366449114602171,3.2113974601396333,2625,4.401452500140294,,,,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,mlp_l,44,4.871580906554821e-19,3.246647972096054e-19,0.9810421031866275,4.871580906554821e-19,3.246647972096054e-19,0.7272781163761977,3.261617722922688,2625,4.387542000040412,,,,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,dkan,42,4.723818022205813e-19,2.517728556721806e-19,0.9821747088034176,4.723818022205813e-19,2.517728556721806e-19,0.4692275165942888,2.7279545549489925,1088,3.354324499843642,,,,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,dkan,43,5.960580950715255e-19,3.5359769571435267e-19,0.971619012865004,5.960580950715255e-19,3.5359769571435267e-19,0.7754529232003669,3.562577195384168,1088,3.279649900039658,,,,51200,12800,,,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,dkan,44,4.878542642806369e-19,3.3061128092279647e-19,0.9809878808785096,4.878542642806369e-19,3.3061128092279647e-19,0.7228999353227561,3.098571663735575,1088,3.2771866999100894,,,,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,pdk_lut_knn,deterministic,1.1360398685559377e-18,8.184572520571558e-19,0.8887111318920013,1.1360398685559377e-18,8.184572520571558e-19,2.086363464293452,6.187805158561878,409600,0.0415152001660317,0.0002744466687242,2.2356002606708595e-05,51200.0,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,poly3_ridge,deterministic,5.384374319252093e-19,4.2430303619875113e-19,0.9750002844097324,5.384374319252093e-19,4.2430303619875113e-19,1.2646868371101676,3.04498092788287,120,0.0699742001015693,0.0001657366675014,4.677083325077547e-07,0.0,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,spline_ridge,deterministic,3.0169073987939644e-19,1.6627802429374658e-19,0.9921514660771142,3.0169073987939644e-19,1.6627802429374658e-19,0.3469514506725972,1.641537598139881,50,0.0462156999856233,0.0003017766711612,6.640787736008255e-07,0.0,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,rbf_nystroem,42,2.6382361303564694e-18,1.96125650000838e-18,0.3998056444803424,2.6382361303564694e-18,1.96125650000838e-18,4.709016325478651,20.522028552752925,3073,0.3087281000334769,0.0002959166653454,4.32316406507501e-06,0.0,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,rbf_nystroem,43,2.053256448954688e-18,1.4908406643364133e-18,0.6364610315140886,2.053256448954688e-18,1.4908406643364133e-18,3.5823728742662126,15.56857397598892,3073,0.2794595998711884,0.000301416660659,3.502177734541571e-06,0.0,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,rbf_nystroem,44,1.972526884376679e-18,1.487691233087249e-18,0.6644861583723318,1.972526884376679e-18,1.487691233087249e-18,3.635711359473219,14.925384056565688,3073,0.2687486999202519,0.000293770005616,4.383570959968589e-06,0.0,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,mlp_l,42,5.487667213283572e-19,4.040475271615093e-19,0.9740319037040835,5.487667213283572e-19,4.040475271615093e-19,1.0393867669215735,3.4989380954697973,2625,4.386351899942383,,,,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,mlp_l,43,4.2859846528217016e-19,2.8388841580269088e-19,0.9841596124542792,4.2859846528217016e-19,2.8388841580269088e-19,0.6149625596812772,2.841966366263731,2625,4.387782100122422,,,,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,mlp_l,44,4.413620132992119e-19,2.9808087898598384e-19,0.9832021196484436,4.413620132992119e-19,2.9808087898598384e-19,0.6815792037677498,2.931064862540834,2625,4.253862200072035,,,,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,dkan,42,5.535777740128095e-19,3.2242516679627553e-19,0.9735745817715864,5.535777740128095e-19,3.2242516679627553e-19,0.5179135601723799,3.6658832759104696,1088,3.216821600217372,,,,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,dkan,43,3.6231840964592333e-19,2.398138889138076e-19,0.9886800272267698,3.6231840964592333e-19,2.398138889138076e-19,0.5545917258946937,2.661686350964265,1088,3.405917099909857,,,,51200,12800,,,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,dkan,44,4.199998960139711e-19,2.6396137946351823e-19,0.9847888186095108,4.199998960139711e-19,2.6396137946351823e-19,0.6300375554779029,2.512620790466288,1088,3.392342099919915,,,,51200,12800,,,,,
Capacitance,voltage_extreme_reverse,bias_v,low,-2.4,bkan,42,1.1377321602370017e-18,9.606254296327589e-19,0.3612876304793148,1.1377321602370017e-18,9.606254296327589e-19,3.479047535633626,6.921892579642894,1872,379.8248146001715,,,,48000,16000,40800.0,7200.0,,,
Capacitance,voltage_extreme_reverse,bias_v,low,-2.4,bkan,43,1.2858423033943268e-18,1.1002562117950145e-18,0.1841681100698411,1.2858423033943268e-18,1.1002562117950145e-18,4.071226805133609,7.112708521070167,1872,368.5097739000339,,,,48000,16000,40800.0,7200.0,,,
Capacitance,voltage_extreme_reverse,bias_v,low,-2.4,bkan,44,1.029031609430001e-18,8.728725613187896e-19,0.4775043381227053,1.029031609430001e-18,8.728725613187896e-19,3.549650108915685,5.961338640737229,1872,348.03554160008207,,,,48000,16000,40800.0,7200.0,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,bkan,42,1.137197575063332e-18,9.058105904245769e-19,0.8608670438807132,1.137197575063332e-18,9.058105904245769e-19,2.855988260998314,6.649619407594198,1872,379.97802320006303,,,,51200,12800,43520.0,7680.0,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,bkan,43,1.1661848534478758e-18,9.379655416254224e-19,0.8536836173633514,1.1661848534478758e-18,9.379655416254224e-19,2.9910149620456896,6.776003649312536,1872,375.8481153000612,,,,51200,12800,43520.0,7680.0,,,
Capacitance,frequency_high,log_frequency_ghz,high,0.9200000000004368,bkan,44,1.123039508633374e-18,8.93733278184922e-19,0.8643098780494642,1.123039508633374e-18,8.93733278184922e-19,2.82561339024846,6.5714752824062455,1872,373.2647720000241,,,,51200,12800,43520.0,7680.0,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,bkan,42,5.131694176031807e-19,2.9847607445647694e-19,0.9755507796920102,5.131694176031807e-19,2.9847607445647694e-19,0.4340181767243826,4.85485672621732,1872,372.53565409989096,,,,51200,12800,43520.0,7680.0,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,bkan,43,6.367768653162963e-19,4.379635451958875e-19,0.962354069680986,6.367768653162963e-19,4.379635451958875e-19,0.9189201241692732,4.512776485165748,1872,371.8513394000474,,,,51200,12800,43520.0,7680.0,,,
Capacitance,length_high,active_layer_length,high,41.61779436626773,bkan,44,4.24162329949498e-19,2.977003073238428e-19,0.9832964926451074,4.24162329949498e-19,2.977003073238428e-19,0.6993367989991596,2.5517485945353418,1872,373.0720265000127,,,,51200,12800,43520.0,7680.0,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,bkan,42,1.5857361776596344e-19,1.1278662491430637e-19,0.9979913133889898,1.5857361776596344e-19,1.1278662491430637e-19,0.2755343517680246,1.0823390735997995,1872,371.888338000048,,,,51200,12800,43520.0,7680.0,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,bkan,43,2.220560318117952e-19,1.3713013446483875e-19,0.9960610953757342,2.220560318117952e-19,1.3713013446483875e-19,0.2559869630780928,1.514216799455128,1872,373.66467269998975,,,,51200,12800,43520.0,7680.0,,,
Capacitance,temperature_high,simulation_temperature,high,303.5695753249264,bkan,44,1.4322307638171737e-19,9.087702209686006e-20,0.9983613873179116,1.4322307638171737e-19,9.087702209686006e-20,0.1908625243278516,0.952081969223212,1872,375.09961650008336,,,,51200,12800,43520.0,7680.0,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,bkan,42,7.052088087942963e-20,3.069250798443179e-20,0.9995711553105542,7.052088087942963e-20,3.069250798443179e-20,0.0494312531406533,0.2832347935794665,1872,374.7726787999272,,,,51200,12800,43520.0,7680.0,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,bkan,43,1.1810913318478546e-19,5.0909442432086594e-20,0.9987970944078184,1.1810913318478546e-19,5.0909442432086594e-20,0.06939278073937,0.6068147398523447,1872,376.0031367999036,,,,51200,12800,43520.0,7680.0,,,
Capacitance,trap_high,trap_assisted_recomb_A,high,1.0804307771577792e-09,bkan,44,8.389071162471487e-20,3.2217791805061716e-20,0.9993931346570802,8.389071162471487e-20,3.2217791805061716e-20,0.0387706418122915,0.3866122816668818,1872,376.6219234999735,,,,51200,12800,43520.0,7680.0,,,
