task,sample_id,structure_group_id,bias_v,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,simulation_temperature,ge_width_scale,current_A,_curve_id
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-5.625,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,5.32492421696994e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-5.5,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,5.13160448856803e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-5.375,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,4.9523720784170514e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-5.25,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,4.7829399898985014e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-5.125,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,4.6222542710042814e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-5.0,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,4.468229345906088e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-4.875,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,4.316447718986208e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-4.75,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,4.163990854161325e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-4.625,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,4.0148637411409016e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-4.5,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,3.872984979489839e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-4.375,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,3.7335192271172686e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-4.25,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,3.5851011177746735e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-4.125,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,3.4032178351875314e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-4.0,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,3.1409664886004715e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-3.875,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,2.756663758752216e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-3.75,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,2.2985530260101587e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-3.625,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.8968946361644828e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-3.5,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.621406069707267e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-3.375,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.4462659755546534e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-3.25,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.3233904847966676e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-3.125,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.2342094721109788e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-3.0,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.167736348357916e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-2.875,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.1071090972348414e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-2.75,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.0418120500562397e-08,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-2.625,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,9.757709749898544e-09,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-2.5,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,9.107235325536198e-09,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-2.375,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,8.45311822188646e-09,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-2.25,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,7.764354694723474e-09,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-2.125,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,7.034717119193789e-09,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-2.0,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,6.184210085240939e-09,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-1.875,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,5.138247515158515e-09,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-1.75,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,3.775797525059608e-09,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-1.625,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.7545102932541215e-09,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-1.5,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,3.381593216840375e-10,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-1.375,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.7741041437928568e-10,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-1.25,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.4924638405430315e-10,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-1.125,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.2581368171948144e-10,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-1.0,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,1.0001610632146072e-10,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-0.875,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,7.164302406921679e-11,apd_structure_20260818_00046
APD_I_dark,apd_20260818_00092,apd_structure_20260818_00046,-0.75,3.0853661645276177e-10,2099.303765177065,875.1570853709432,285.83631420396017,0.9815054876230254,4.2622804904103376e-11,apd_structure_20260818_00046
