task,sample_id,structure_group_id,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,simulation_temperature,ge_width_scale,optical_power_W,voltage_at_gain_threshold_v,_curve_id
APD_V_M10,apd_20260818_00138,apd_structure_20260818_00069,5.991750855316472e-10,3776.792298864677,912.586150200041,290.02680370620385,1.0116326205548458,1e-07,-9.444561633339196,apd_structure_20260818_00069
APD_V_M10,apd_20260818_00137,apd_structure_20260818_00068,5.245984813160556e-10,1829.9295112080824,784.9780144272925,313.37424969533936,1.0100222580426488,3e-07,-9.500964835213887,apd_structure_20260818_00068
APD_V_M10,apd_20260818_00141,apd_structure_20260818_00070,3.709153734666421e-09,3971.2696415171854,473.21932577292125,289.6678427377105,1.0064269146626237,3e-07,-9.483627329253844,apd_structure_20260818_00070
APD_V_M10,apd_20260818_00139,apd_structure_20260818_00069,5.991750855316472e-10,3776.792298864677,912.586150200041,290.02680370620385,1.0116326205548458,3e-07,-9.452360960398272,apd_structure_20260818_00069
APD_V_M10,apd_20260818_00135,apd_structure_20260818_00067,3.84633087900459e-09,2959.2496457739194,927.2003339815304,288.1475795544361,0.982953638091284,3e-07,-9.487021531969305,apd_structure_20260818_00067
APD_V_M10,apd_20260818_00142,apd_structure_20260818_00071,9.689935754819139e-10,4399.825582806392,530.2376045375718,288.8478845889239,1.005636617262222,1e-07,-9.492804756877,apd_structure_20260818_00071
APD_V_M10,apd_20260818_00148,apd_structure_20260818_00074,3.0052721347448413e-09,2208.1948605137786,921.7820250970426,286.4782567334568,1.000812630398195,1e-07,-9.47372277398518,apd_structure_20260818_00074
APD_V_M10,apd_20260818_00146,apd_structure_20260818_00073,1.0232670866037327e-09,1909.734673922049,823.2278446316834,294.5286864789382,1.007906997178594,1e-07,-9.50640922315834,apd_structure_20260818_00073
APD_V_M10,apd_20260818_00143,apd_structure_20260818_00071,9.689935754819139e-10,4399.825582806392,530.2376045375718,288.8478845889239,1.005636617262222,3e-07,-9.499629972781191,apd_structure_20260818_00071
APD_V_M10,apd_20260818_00147,apd_structure_20260818_00073,1.0232670866037327e-09,1909.734673922049,823.2278446316834,294.5286864789382,1.007906997178594,3e-07,-9.49095843827693,apd_structure_20260818_00073
APD_V_M10,apd_20260818_00149,apd_structure_20260818_00074,3.0052721347448413e-09,2208.1948605137786,921.7820250970426,286.4782567334568,1.000812630398195,3e-07,-9.479657999815494,apd_structure_20260818_00074
APD_V_M10,apd_20260818_00156,apd_structure_20260818_00078,1.2766419617709254e-10,4109.04043247313,659.5534173287643,294.29259735967,1.0051399607172542,1e-07,-9.522911638969516,apd_structure_20260818_00078
APD_V_M10,apd_20260818_00150,apd_structure_20260818_00075,3.8180008714283597e-10,4017.905774425306,467.6126929631697,307.62701631363143,0.9929742466866632,1e-07,-9.559423004616518,apd_structure_20260818_00075
APD_V_M10,apd_20260818_00152,apd_structure_20260818_00076,1.127636402366847e-09,4173.6074329581625,590.1836064347791,292.8321038378692,0.9930565868562264,1e-07,-9.5074993934561,apd_structure_20260818_00076
APD_V_M10,apd_20260818_00151,apd_structure_20260818_00075,3.8180008714283597e-10,4017.905774425306,467.6126929631697,307.62701631363143,0.9929742466866632,3e-07,-9.515891245732853,apd_structure_20260818_00075
APD_V_M10,apd_20260818_00153,apd_structure_20260818_00076,1.127636402366847e-09,4173.6074329581625,590.1836064347791,292.8321038378692,0.9930565868562264,3e-07,-9.502864191513217,apd_structure_20260818_00076
APD_V_M10,apd_20260818_00155,apd_structure_20260818_00077,1.299674643840261e-10,2502.3396637556352,629.8338006771454,293.1148108132625,1.0086464479062955,3e-07,-9.533517833763309,apd_structure_20260818_00077
APD_V_M10,apd_20260818_00157,apd_structure_20260818_00078,1.2766419617709254e-10,4109.04043247313,659.5534173287643,294.29259735967,1.0051399607172542,3e-07,-9.517877284849968,apd_structure_20260818_00078
APD_V_M10,apd_20260818_00158,apd_structure_20260818_00079,9.347601729413167e-10,4218.630070419438,594.9045734936055,286.60444290230566,1.0170161068199963,1e-07,-9.50272322660357,apd_structure_20260818_00079
APD_V_M10,apd_20260818_00159,apd_structure_20260818_00079,9.347601729413167e-10,4218.630070419438,594.9045734936055,286.60444290230566,1.0170161068199963,3e-07,-9.498074677947642,apd_structure_20260818_00079
