task,sample_id,structure_group_id,bias_v,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,simulation_temperature,ge_width_scale,optical_power_W,current_A,_curve_id
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-3.125,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.253197529737749e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-3.25,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.308287018618341e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-3.375,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.3758066955740158e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-3.5,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.465719688228349e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-3.625,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.58756242002015e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-3.75,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.7332388468770536e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-3.875,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.8749743652061418e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-4.0,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,1.991825748952325e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-4.125,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.085786742531671e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-4.25,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.169146720907749e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-4.375,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.2502322745745213e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-4.5,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.332489063833778e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-4.625,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.418187385713731e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-4.75,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.508526744979684e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-4.875,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.602148273334267e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-5.0,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.697683086704528e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-5.125,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.795262801179052e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-5.25,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,2.895731789101963e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-5.375,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,3.000643821584597e-07,apd_structure_20260818_00050
APD_I_photo,apd_20260818_00101,apd_structure_20260818_00050,-5.5,1.0526813482231988e-10,3917.5115177456073,800.2008070704601,299.5149395266995,1.0065375618481451,3e-07,3.11203005531159e-07,apd_structure_20260818_00050
