task,sample_id,structure_group_id,bias_v,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,simulation_temperature,ge_width_scale,optical_power_W,multiplication_gain,_curve_id
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-2.625,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.7088062435831077,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-2.75,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.7224063045163961,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-2.875,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.735687919051936,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-3.0,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.750329081598392,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-3.125,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.7670917624320023,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-3.25,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.7858890363709246,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-3.375,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.8084854735468647,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-3.5,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.8378115869842132,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-3.625,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.8720946729819993,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-3.75,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.903250546065463,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-3.875,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.9247503460903884,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-4.0,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.9393555960602018,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-4.125,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.9526334222239016,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-4.25,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.9670994854419376,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-4.375,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,0.9830176928711848,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-4.5,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,1.0,apd_structure_20260818_00000
APD_M,apd_20260818_00001,apd_structure_20260818_00000,-4.625,2.2256128697867238e-09,4136.800336389541,582.1642910352323,304.06763671525283,0.9812507629678858,3e-07,1.017515116705903,apd_structure_20260818_00000
