frequency_hz,bias_v,vac_mag_v,dc_current_a,terminal_charge_C,dIdV_S,dQdV_F,dynamic_current_mag_a,ac_current_real_a,ac_current_imag_a,ac_current_mag_a,admittance_mag_s,phase_deg
125892541179.41713,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,5.307740122864062e-07,-2.9276311913989595e-08,5.307740122864063e-07,5.315808071760073e-07,0.0005315808071760073,93.15710842449188
141253754462.27554,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,5.955382368492434e-07,-2.9276311913989595e-08,5.955382368492434e-07,5.962574058146287e-07,0.0005962574058146286,92.81436141070742
158489319246.11108,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,6.682048919873031e-07,-2.9276311913989595e-08,6.682048919873031e-07,6.688459315231337e-07,0.0006688459315231337,92.50871707493988
177827941003.89227,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,7.497382200646055e-07,-2.9276311913989595e-08,7.497382200646055e-07,7.503096034737447e-07,0.0007503096034737447,92.23619027876032
199526231496.88828,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,8.412201188079952e-07,-2.9276311913989595e-08,8.412201188079952e-07,8.417294046940636e-07,0.0008417294046940637,91.99321478937053
223872113856.8347,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,9.438644974326626e-07,-2.9276311913989595e-08,9.438644974326626e-07,9.443184272019147e-07,0.0009443184272019148,91.77660192808898
251188643150.95822,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.059033384479893e-06,-2.9276311913989595e-08,1.0590333844798928e-06,1.0594379698133447e-06,0.0010594379698133447,91.58350249809831
281838293126.44495,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.1882550011083036e-06,-2.9276311913989595e-08,1.1882550011083036e-06,1.1886156023282632e-06,0.001188615602328263,91.41137198604174
316227766016.83795,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.3332440396601188e-06,-2.9276311913989595e-08,1.3332440396601186e-06,1.3335654358630164e-06,0.0013335654358630166,91.257938932002
354813389233.57605,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.4959244165867543e-06,-2.9276311913989595e-08,1.4959244165867545e-06,1.4962108683536913e-06,0.0014962108683536915,91.12117630177578
398107170553.49854,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.6784548016512395e-06,-2.9276311913989595e-08,1.6784548016512393e-06,1.6787101070838248e-06,0.0016787101070838246,90.99927566190978
446683592150.9635,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.8832572621644277e-06,-2.9276311913989595e-08,1.883257262164428e-06,1.883484806929523e-06,0.0018834848069295227,90.89062394292995
501187233627.2715,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,2.113049402346674e-06,-2.9276311913989595e-08,2.1130494023466734e-06,2.113252204351605e-06,0.0021132522043516054,90.7937825733728
562341325190.3491,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,2.3708804242847066e-06,-2.9276311913989595e-08,2.3708804242847066e-06,2.3710611735456583e-06,0.0023710611735456586,90.70746877226605
630957344480.1943,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,2.6601715889907137e-06,-2.9276311913989595e-08,2.6601715889907137e-06,2.6603326832019833e-06,0.0026603326832019833,90.63053879758176
707945784384.1403,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,2.984761614457363e-06,-2.9276311913989595e-08,2.9847616144573636e-06,2.9849051907183606e-06,0.0029849051907183603,90.56197296081898
794328234724.2821,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,3.3489576131132753e-06,-2.9276311913989595e-08,3.3489576131132753e-06,3.3490855762235536e-06,0.003349085576223553,90.50086223186004
891250938133.744,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,3.7575922445881408e-06,-2.9276311913989595e-08,3.7575922445881408e-06,3.7577062922783397e-06,0.0037577062922783395,90.44639627264537
1000000000000.0,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,4.2160878421698385e-06,-2.9276311913989595e-08,4.216087842169838e-06,4.216189487597966e-06,0.004216189487597967,90.39785275242187
